,0
බැඳියයුත්තේ,1
ගෙනමය,1
ආණ්‌ඩුවෙන්,1
නන්දොඩවති,1
මහාරාජාටත්,1
අතගාමින්,1
බැල්ලියක්,1
පසුපසයාම,1
එක්දින,1
කලිසමවත්,1
සීමාවන්හි,1
බලතලවල,1
මූලප්‍රොටෝ,1
සෘතුවේ,1
ගන්නවාත්,1
ක්‍රියාදමය,1
ස්වාමිවරුන්වත්,1
පමණටවත්,1
දවස්වලින්,1
තොගයකුත්,1
පවත්වලත්,1
කටයුතුකර,1
කරගැනීමෙහිලා,1
පේන්නෙවත්,1
තාත්තාට,1
කොටස්කාරයො,1
විමසන්නන්ගේත්,1
අගින්,1
යටත්කරගත්,1
ආදීවාසී,1
ආදීනවානුදස්සන,1
තුල්සිරි,1
අන්ද්‍රාදිට,1
ඉවසන්නෙ,1
වෙන්වයි,1
උසිගැන්වුවා,1
වුවනාවෙන්,1
ප්‍රතිපත්තියකුයි,1
දෙපිළකට,1
සමත්වෙලා,1
ක්‍රමවේදත්,1
විසිකරල,1
සභ්‍යත්වයෙන්,1
සැකයක්්,1
අධිමානයෙන්,1
අර්ථදක්වපු,1
තරමටතමන්ගේ,1
අන්තර්ජාලයේත්,1
කමිටුවෙනුත්,1
වමාරන්නන්,1
පැලෑටිවල,1
දැහි,1
ඕස්ට්රේලියාව,1
ඉන්ටෙලිජන්ෂියාවට,1
හමුවෙනව,1
පිච්චෙන්නෙ,1
විලෝමයෙහි,1
ඉපයීමටත්,1
බැස්සවීම,1
මැරවීම,1
මුඩුක්කුවල,1
පෙන්වමිනුයි,1
පූජොත්සවයට,1
අමාත්‍යංශයක,1
රාජ්ය,1
නූපදවන,1
නිවේදිකාවන්ට,1
ඇටුවන්,1
ආදරයට,1
අනාථවෙලා,1
වැඩ්ඩකු,1
දෙමළුන්ගෙ,1
පක්ෂිකයන්,1
ඉස්මතුවන,1
කැකෑරෙන,1
උජාරුවට,1
පළඳලා,1
ආදිවාසියා,1
විත්තිකරුවන්ගෙන්,1
විශ්ලෙෂකයකුට,1
අසුපහකට,1
ආදිත්‍යලා,1
සාය,1
එක්කරන්න,1
බැමිණිටියා,1
නොදෙන්ට,1
ප්‍රතිවාදීන්,1
කායිඩාවන්,1
යැයිසිතාද,1
වෛරයයි,1
පතන්නෙ,1
වෙසෙයි,1
පැරිණි,1
බෙල්ලේ,1
වෙන්ඩ්ට්,1
තුන්දෙනකුගෙන්,1
කරගියා,1
අධර්ම,1
බිරුවත්,1
කටුස්සත්,1
ඖෂධහාමිත්,1
ගෝමර,1
ගුණදායකයි,1
පාරු,1
පැටියගෙන්,1
මොකො,1
පර්සියාවෙ,1
ඝණ්ඨාරය,1
කරන්ලා,1
කාර්ලා,1
කටුස්සාගේ,1
බෝවුණු,1
ලෙඩවලින්,1
බොත්තන්,1
වෛද්‍යතුමා,1
අද්දරආරච්චි,1
වෙදහාමිනේහි,1
රඟපාද්දී,1
කම්කරවො,1
හඳුනාගත්තට,1
ආඥාදායකත්වයක්ගැන,1
ලෙනින්වාදය,1
පංතියවත්,1
ජාතිවාදීින්,1
කපුරුහාමි,1
පොල්පොට්ගේ,1
නෛතිකභාවයට,1
කථානායකවරයාට,1
මනන්ත්‍රීවරුන්,1
ඉන්දියවෙ,1
මැරෙණව,1
බාසුන්නැහැල,1
සැදැහැ,1
සාරියකින්,1
රෙද්දට,1
හීයෙන්,1
විදින්න,1
ජයසූරියලට,1
අවමංගලලට,1
අර්ථකථනයකින්,1
දයාරතන,1
කරලියැද්දේ,1
උරුමෙ,1
දේශනයක්‌,1
හාදයාටත්,1
ඇතු්‍රළු,1
කරුණාකාර,1
උපුටාගැනීමක්‌,1
ඌවෙ,1
විමෙන්,1
හැසිරුණේ,1
සිටිින්නේ,1
මද්දුමාගේ,1
සාංදෘෂ්ටිකවාදය,1
කර්ණ,1
රසායනයි,1
සටහනඅමරතුංග,1
ඉල්ලීමකට,1
එනර්ජියක්,1
ශාලාවකින්,1
ඇළකට,1
කර්මාන්තකරණය,1
කරාපිටිය,1
නැට්ටක්,1
නැටිත්,1
කරාබුනැටි,1
ධාරිතාව,1
මහවඩුගේ,1
චර්මරෝග,1
කුක්කමයි,1
ඉදිකිරීමෙන්,1
මහේෂ්ගෙන්,1
බිහිවීමේ,1
ජෙබනේසන්,1
වුවනාවට,1
පෘතුගිසීහු,1
තැනූහ,1
ගමගේලට,1
වැටයීම,1
මිෂනාරිවරුනට,1
බිෂොප්ෂොප්වරයා,1
පැවරුණු,1
පෝරුවට,1
නොකරන්නැයි,1
කවරයක,1
කතෝලිකයනට,1
රෝමයක්,1
පල්ලියෙහි,1
ව්‍යුහයටයි,1
තැවීමක්,1
වහාබ්වාදයන්වත්,1
ස්වාමිවරුන්මයි,1
ගුරුවරියගේ,1
ඇඹිණි,1
දමනයක්,1
ගුරබොරුවන්,1
අඩුවේගන,1
සිරියාවක්,1
සජාතීයයි,1
පුතණුවනුත්,1
පසුපස්සට,1
කැඩුවේය,1
පැමිණෙනවාද,1
ෆැසිස්ටිවාදයත්,1
ගැටයන්,1
ත්‍රිකෝටිකයි,1
හැරවුණේ,1
කථිකත්වයට,1
ප්‍රදීප්,1
කුක්කා,1
කපිලලාගේ,1
සිඹින්නා,1
පාතාලයෝ,1
මෙනවට,1
පූජාවෙනුත්,1
මෙතැනත්,1
පීඨාධිපතිවරයෙක්,1
උපකුලපතිවරයෙක්,1
කණගාටුවන්නේ,1
කථිකාචාර්යකමත්,1
කපිල්දේව්,1
කපුගේ,1
රැලිවලින්,1
මන්ත්‍රය,1
කපුවන්ට,1
සාටකය,1
රවටති,1
කුමාගෙන්,1
කඳුවල,1
උගුල්ලන්න,1
සෙමනේරියක,1
කනගාටුවට,1
හයරට,1
කන්දකාඩුව,1
සැළයි,1
කන්නංගර,1
ගැසට,1
භුවනෙක,1
එස්ල,1
ඕස්ටේ‍රිලියාවෙ,1
වෙස්ලියන්,1
චචනෙ,1
සමභවය,1
ගුණරත්නම්ගෙන්,1
බ්‍රවුනින්,1
කනින්ග්හම්ගෙ,1
විද්‍යාඥ්‍රන්ගේ,1
විසංවාදවලට,1
ඇටෙවුවත්,1
ලුබුණ,1
සුගත්,1
වසින,1
ඉසුරුමත්,1
ලයිබ්නීට්ස්ගේ,1
එරෙනවලු,1
ඇතින්නියන්ටත්,1
මරදනය,1
කටහඬට,1
කලාකරුවන්ගෙ,1
සැපයුණේ,1
අවඥාව,1
ඇතින්නකට,1
කල්පයකට,1
කල්පයක්,1
කල්දෙමු,1
කල්යන,1
මෝටර්රථවලට,1
යොමුකරවීමට,1
සීනුවේ,1
මෙහෙකාර,1
ශිෂ්‍යත්වවලින්,1
සංදේශයෙ,1
සාරිය,1
පොටෙන්,1
වසාගත්,1
බඳින්නන්,1
කලකටඉහතදී,1
මුසල්මානුවන්,1
හිංදුන්ද,1
අනුගතවීසිටියේ,1
විදිහටය,1
පාත්‍රා,1
වැජඹුණු,1
කතුකම,1
ජනමාධ්‍යයකු,1
ආනුභවිකවාදය,1
කලාකරුවන්ටත්,1
ප්‍රජාතන්ත්‍රවාදෙවත්,1
මානයක්්,1
විකල්පවලටත්,1
පන්තක,1
යොදනු,1
චුල්ල,1
ජනමාධ්‍යවේදිනිය,1
මානවවාදයක,1
කතාවමට,1
පළවුනා,1
යවන්නෙක්,1
අයිසිස්ට,1
වතාවලත්,1
පරක්ෂණ,1
දීම්වල,1
සැහීමකට,1
ක්වේඩා,1
හේත්තුවන්නේ,1
තන්ත්‍රවල,1
සහතිකයෙත්,1
කුලපතිවරුන්ගේ,1
ට්‍රිලියනයක්,1
මහාවැව්,1
නොදීමටයි,1
හතරහාමාරේ,1
රිංගන්නේ,1
ප්‍රශ්නයකටත්,1
දුන්නවුන්ට,1
පත්වෙන්නයි,1
අනාගැනීමක්,1
සරමෙන්,1
පටලැවීමක්,1
මන්ත්‍රිඇමති,1
ගොඩනැගූණු,1
චින්තකයනුත්,1
ශිෂ්‍යයාත්,1
පදත්,1
කෑගහනවා,1
අර්ථවිවරණයෙන්,1
තරාදියක්,1
මාධ්‍යවේදියෙක්,1
වි්‍යාඥයන්ගේ,1
කරුවෙහි,1
ලීයක්,1
ලීය,1
ගොනුවකට,1
ගොවිකුල,1
දේශපාලණයද,1
පැත්තෙන,1
වසුපැටියා,1
අශ්වාරෝහකයා,1
කෝකිලායි,1
ඉසුරුමුණියෙ,1
රැඳුණු,1
දඹුල්ලෙත්,1
ලාභයට,1
කොටපු,1
තන්තිරිගොඩ,1
ජූලියත්,1
සහකාරයන්ගෙන්,1
කරුණාලා,1
බුදුසසුනවත්,1
රියැදුරෙකුගෙ,1
සම්බන්ධන්ධනපාල,1
සෙල්වරත්නම්,1
යූසුෆ්,1
කරූණාරත්නට,1
අනෙක්ව,1
දන්නලත්,1
පරණවිතානත්,1
කාගෙද,1
කෑල්ලක,1
ගෙද,1
කොල,1
තුණ්ඩුවලින්,1
අඬගහගෙන,1
හැල්ලුවට,1
ලක්කරමිනි,1
අලවත්තාගොඩ,1
තුණ්ඩුවකින්,1
තිස්ගණනක්,1
බ්ලෝ,1
ගානව,1
නොසෑහෙන්න,1
ප්‍රසංගයකත්,1
සුරූකීමේ,1
සෑදුවා,1
බොරැල්ලේ,1
ගලද්දි,1
අල්ලෙ,1
දොරමඬලේ,1
සුරංගනීට,1
මොටර්,1
කර්මාන්තයේ,1
එක්කෙන,1
මනාපවලින්,1
සිත්ව,1
පේමදාස,1
වැදුනහ,1
ඉලු,1
හේවාවිතාරණ,1
බරවෙලා,1
ජසුමනටත්,1
මසල,1
හඳුන්වාගනු,1
අසල්වැසියන්ගෙ,1
පැටවූයේත්,1
පිහිටවූයේත්,1
එළියත්,1
බණෙහි,1
පළමුවැනිදාත්,1
කතෘවරිය,1
ඔව්න්,1
ලියනාඅරච්චිට,1
බලාපොරොත්තුවන්නට,1
ගුලි,1
වෙයිලු,1
ඕල්කටතුමාට,1
බහුසංස්කෘතිකයි,1
අනුරූපතාවකි,1
රේඛාවකි,1
ත්‍රිකෝණයකට,1
ඉදිරිපත්කිරීමේ,1
ඕනෑම්,1
ඇඹිලිපිටියෙ,1
බූද්ධාගමේ,1
නොකෙළේත්,1
ලැබුවාහු,1
මත්ද්‍යව්‍ය,1
පරිපාලකයකු,1
දේවේන්ද්‍ර,1
සුදුවැල්ලේ,1
සිංහලයෙකි,1
පීලිපන්නපු,1
වැහීමක,1
මාධ්‍යජාලයක්,1
විධිව්ිධාන,1
තනයි,1
පරමං,1
සාධාරණයකිරීමෙනි,1
අත්අඩංගුවකට,1
නිර්වස්ත්‍රම්,1
පාස්වෙන්න,1
බේකන්වත්,1
නැගිටන,1
ඉල්ලිය,1
කියනවාද,1
ඡන්දදායකයුට,1
මන්තීවර්‍රයකුට,1
අහෝසිකිරීමටත්,1
අයුරිනුත්,1
තක්කඩියකුටත්,1
පිළිවෙලකට,1
ලෝකවාසී,1
කොවිඩ්වලට,1
ආධාරකයක්‌,1
නියාමන,1
ජීවත්වෙනකම්,1
කාමසම්පත්,1
ස්පර්,1
හැළුණා,1
ස්වින්බර්න්,1
නොවැසීමට,1
ඕ්න,1
සුරයොයි,1
විඥානාර්ථවාදිියකු,1
ඖෂධයකටත්,1
ඖෂධවල,1
කරොත්,1
නයාගෙ,1
ඖෂධහාමිලගෙ,1
ධීවරයන්ගෙ,1
ලැබූවත්,1
හොඳය්,1
නවයේ,1
හිතෙන්නෙවත්,1
නැසුණි,1
නාපු,1
සොසයිටියෙ,1
නයකුට,1
විඥානාර්ථවාදයක්,1
පිහිටුවද්දි,1
පීලී,1
ඕල්කට්තුමාගෙන්,1
ධර්පාලතුමාගේ,1
